,key_original_file,isEmpty,has_zeros,has_duplicates,is_sorted,contains_even_numbers,contains_odd_numbers,contains_integers,contains_floats,more_positive_or_negative,weigth_of_list,vs,vs_str
39,39,False,False,False,False,True,True,True,False,n,wn,error,error
40,40,False,False,True,False,True,True,True,False,n,wp,error,error
41,41,False,False,True,False,True,True,True,False,n,wp,error,error
42,42,False,True,False,False,True,True,True,False,p,wp,error,error
43,43,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
44,44,False,False,False,False,True,True,True,False,p,wp,error,error
45,45,False,False,False,True,False,True,True,False,p,wp,0,No-violate
46,46,False,True,False,False,True,True,True,False,n,wn,error,error
47,47,False,False,True,False,True,True,True,False,p,wp,error,error
48,48,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
49,49,False,True,True,False,True,True,True,False,p,wp,error,error
50,50,False,False,False,False,True,True,True,False,p,wp,error,error
51,51,False,False,True,False,True,True,True,False,n,wn,error,error
52,52,False,True,True,False,True,True,True,False,e,wn,error,error
53,53,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
54,54,False,False,True,False,True,True,True,False,e,wp,error,error
55,55,False,False,False,False,True,True,True,False,p,wp,error,error
56,56,False,True,True,False,True,True,True,False,n,wn,error,error
57,57,False,False,False,False,True,False,True,False,p,wp,0,No-violate
58,58,False,False,True,False,True,True,True,False,n,wn,error,error
59,59,False,False,True,False,True,True,True,False,n,wn,error,error
60,60,False,True,False,False,True,True,True,False,p,wp,error,error
61,61,False,False,False,False,True,True,True,False,e,wp,error,error
62,62,False,False,True,False,True,True,True,False,n,wn,error,error
63,63,False,False,True,False,True,True,True,False,p,wp,error,error
64,64,False,False,False,False,True,True,True,False,p,wp,error,error
65,65,False,False,False,False,True,True,True,False,n,wn,error,error
66,66,False,False,False,False,True,True,True,False,p,wp,error,error
67,67,False,False,True,False,True,True,True,False,p,wp,error,error
68,68,False,False,True,False,True,True,True,False,p,wp,error,error
69,69,False,True,True,False,True,True,True,False,e,wn,error,error
70,70,False,False,False,False,True,True,True,False,n,wn,error,error
71,71,False,False,True,False,True,True,True,False,n,wn,error,error
72,72,False,False,True,False,True,True,True,False,n,wn,error,error
73,73,False,True,True,False,True,True,True,False,p,wp,error,error
74,74,False,False,True,False,True,True,True,False,n,wn,error,error
75,75,False,True,True,False,True,True,True,False,n,wn,error,error
76,76,False,False,True,False,True,True,True,False,n,wn,error,error
77,77,False,False,False,True,False,True,True,False,p,wp,0,No-violate
78,78,False,False,True,False,True,True,True,False,p,wp,error,error
79,79,False,False,False,False,True,True,True,False,p,wp,error,error
80,80,False,False,False,False,True,True,True,False,n,wn,error,error
81,81,False,False,False,False,True,True,True,False,n,wn,error,error
82,82,False,False,False,False,True,True,True,False,n,wn,error,error
83,83,False,False,True,False,True,True,True,False,n,wn,error,error
84,84,False,True,False,False,True,True,True,False,p,wp,error,error
85,85,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
86,86,False,False,True,False,True,True,True,False,e,wn,error,error
87,87,False,False,False,True,True,False,True,False,n,wn,error,error
88,88,False,False,True,False,True,True,True,False,n,wn,error,error
89,89,False,True,True,False,True,True,True,False,n,wn,error,error
90,90,False,False,True,False,True,True,True,False,e,wp,error,error
91,91,False,False,True,False,True,True,True,False,p,wp,error,error
92,92,False,False,False,False,True,True,True,False,e,wn,error,error
93,93,False,False,False,False,True,True,True,False,n,wn,error,error
94,94,False,True,True,False,True,True,True,False,p,wp,error,error
95,95,False,False,False,True,True,False,True,False,p,wp,0,No-violate
96,96,False,True,True,False,True,True,True,False,p,wp,error,error
97,97,False,False,True,False,True,True,True,False,p,wp,error,error
98,98,False,True,True,False,True,True,True,False,p,wp,error,error
99,99,False,False,False,False,True,True,True,False,e,wp,error,error
100,100,False,False,True,False,True,True,True,False,n,wn,error,error
101,101,False,False,False,False,True,True,True,False,p,wp,error,error
102,102,False,False,True,False,True,True,True,False,n,wn,error,error
103,103,False,False,False,False,True,True,True,False,n,wn,error,error
104,104,False,False,True,False,True,True,True,False,p,wn,error,error
105,105,False,False,True,False,True,True,True,False,p,wp,error,error
106,106,False,False,True,False,True,True,True,False,n,wn,error,error
107,107,False,False,False,False,True,True,True,False,p,wp,error,error
108,108,False,True,False,False,True,True,True,False,p,wp,error,error
109,109,False,False,True,False,True,True,True,False,n,wn,error,error
110,110,False,False,False,False,True,False,True,False,n,wn,error,error
111,111,False,False,True,False,True,True,True,False,n,wn,error,error
112,112,False,False,True,False,True,True,True,False,n,wn,error,error
113,113,False,False,False,False,True,True,True,False,n,wn,error,error
114,114,False,False,True,False,True,True,True,False,n,wn,error,error
115,115,False,False,False,False,True,True,True,False,p,wp,error,error
116,116,False,False,False,False,True,True,True,False,p,wp,error,error
117,117,False,True,False,False,True,True,True,False,n,wn,error,error
118,118,False,False,False,False,True,True,True,False,p,wp,0,No-violate
119,119,False,False,False,True,False,True,True,False,p,wp,0,No-violate
120,120,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
121,121,False,False,True,False,False,True,True,False,n,wn,error,error
122,122,False,False,True,False,True,True,True,False,n,wn,error,error
123,123,False,False,True,False,True,True,True,False,n,wn,error,error
124,124,False,False,True,False,True,True,True,False,p,wp,error,error
125,125,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
126,126,False,False,True,False,True,True,True,False,p,wn,error,error
127,127,False,False,False,False,True,True,True,False,p,wp,error,error
128,128,False,False,True,False,True,True,True,False,n,wn,error,error
129,129,False,False,True,False,True,True,True,False,p,wn,error,error
130,130,False,False,False,False,True,True,True,False,n,wn,error,error
131,131,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
132,132,False,False,False,False,True,True,True,False,e,wn,error,error
133,133,False,False,False,False,True,True,True,False,n,wn,error,error
134,134,False,False,True,False,True,True,True,False,n,wn,error,error
135,135,False,False,False,False,True,True,True,False,p,wp,error,error
136,136,False,True,True,False,True,True,True,False,n,wn,error,error
137,137,False,True,False,False,True,True,True,False,n,wn,error,error
138,138,False,False,False,False,False,True,True,False,e,wp,error,error
139,139,False,True,True,False,True,True,True,False,n,wn,error,error
140,140,False,False,True,False,True,True,True,False,n,wn,error,error
141,141,False,False,True,False,True,True,True,False,p,wp,error,error
142,142,False,False,False,False,True,True,True,False,p,wn,error,error
143,143,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
144,144,False,False,True,False,True,True,True,False,e,wn,error,error
145,145,False,False,False,True,True,True,True,False,n,wn,error,error
146,146,False,False,True,False,True,True,True,False,n,wn,error,error
147,147,False,True,True,False,True,True,True,False,n,wn,error,error
148,148,False,False,True,False,True,True,True,False,p,wp,error,error
149,149,False,False,False,True,True,False,True,False,p,wp,0,No-violate
150,150,False,False,True,False,True,True,True,False,n,wn,error,error
151,151,False,False,False,True,True,True,True,False,p,wp,error,error
152,152,False,False,True,False,True,True,True,False,p,wp,error,error
153,153,False,True,False,False,True,True,True,False,e,wp,error,error
154,154,False,False,True,False,True,True,True,False,n,wp,error,error
155,155,False,False,True,False,True,True,True,False,n,wn,error,error
156,156,False,False,True,False,True,True,True,False,n,wn,error,error
157,157,False,False,False,False,True,True,True,False,p,wp,error,error
158,158,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
159,159,False,False,True,False,True,True,True,False,n,wn,error,error
160,160,False,False,True,False,True,True,True,False,n,wn,error,error
161,161,False,False,False,True,True,True,True,False,n,we,error,error
162,162,False,False,True,False,True,True,True,False,p,wp,error,error
163,163,False,False,False,False,True,True,True,False,n,wn,error,error
164,164,False,True,True,False,True,True,True,False,p,wp,error,error
165,165,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
166,166,False,True,False,False,True,True,True,False,e,wp,error,error
167,167,False,False,True,False,True,True,True,False,p,wp,error,error
168,168,False,False,False,False,True,True,True,False,n,wn,error,error
169,169,False,True,True,False,True,True,True,False,n,wn,error,error
170,170,False,False,False,True,True,False,True,False,p,wp,0,No-violate
171,171,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
172,172,False,False,True,False,True,True,True,False,n,wn,error,error
173,173,False,False,False,False,True,True,True,False,p,wp,error,error
174,174,False,False,False,True,False,True,True,False,p,wp,0,No-violate
175,175,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
176,176,False,False,False,False,True,True,True,False,p,wp,error,error
177,177,False,False,False,False,False,True,True,False,p,wp,error,error
178,178,False,False,True,False,True,True,True,False,p,wp,error,error
179,179,False,False,False,False,True,True,True,False,e,wp,error,error
180,180,False,False,True,False,True,True,True,False,p,wp,error,error
181,181,False,False,False,False,True,True,True,False,e,wn,error,error
182,182,False,True,True,False,True,True,True,False,p,wn,error,error
183,183,False,False,False,True,True,True,True,False,e,wp,error,error
184,184,False,False,True,False,True,True,True,False,p,wp,error,error
185,185,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
186,186,False,False,False,False,True,True,True,False,p,wp,0,No-violate
187,187,False,False,True,False,True,True,True,False,n,wn,error,error
188,188,False,False,False,True,False,True,True,False,p,wp,0,No-violate
189,189,False,False,True,False,True,True,True,False,p,wp,error,error
190,190,False,False,True,False,True,True,True,False,p,wp,error,error
191,191,False,True,False,False,True,True,True,False,e,wp,error,error
192,192,False,False,False,False,True,True,True,False,p,wp,error,error
193,193,False,False,True,False,True,True,True,False,n,wn,error,error
194,194,False,False,True,False,True,True,True,False,n,wp,error,error
195,195,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
196,196,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
197,197,False,False,True,False,True,True,True,False,p,wn,error,error
198,198,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
199,199,False,False,False,False,True,True,True,False,p,wp,error,error
200,200,False,False,False,False,True,True,True,False,n,wn,error,error
201,201,False,False,False,False,True,False,True,False,n,wn,error,error
202,202,False,False,False,False,True,False,True,False,n,wn,error,error
203,203,False,False,False,True,True,False,True,False,p,wp,0,No-violate
204,204,False,False,False,False,True,True,True,False,p,wp,error,error
205,205,False,False,True,False,True,True,True,False,e,wp,error,error
206,206,False,False,True,False,True,True,True,False,p,wp,error,error
207,207,False,False,False,False,True,True,True,False,p,wp,error,error
208,208,False,False,True,False,True,True,True,False,n,wn,error,error
209,209,False,False,False,False,True,True,True,False,p,wp,error,error
210,210,False,False,False,False,True,True,True,False,n,wn,error,error
211,211,False,True,True,False,True,True,True,False,p,wp,error,error
212,212,False,False,True,False,True,True,True,False,p,wp,error,error
213,213,False,False,False,True,True,True,True,False,e,wn,error,error
214,214,False,False,True,False,True,True,True,False,e,wp,error,error
215,215,False,False,True,False,True,True,True,False,n,wn,error,error
216,216,False,False,False,True,True,False,True,False,n,wn,error,error
217,217,False,True,False,False,True,True,True,False,n,wn,error,error
218,218,False,False,False,False,True,True,True,False,n,wn,error,error
219,219,False,False,False,False,True,True,True,False,p,wp,error,error
220,220,False,False,False,False,False,True,True,False,p,wp,error,error
221,221,False,True,True,False,True,True,True,False,p,wp,error,error
222,222,False,False,True,False,True,True,True,False,n,wn,error,error
223,223,False,False,False,True,False,True,True,False,e,we,error,error
224,224,False,False,False,True,False,True,True,False,p,wp,0,No-violate
225,225,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
226,226,False,False,True,False,True,True,True,False,p,wp,error,error
227,227,False,False,True,True,True,False,True,False,n,wn,error,error
228,228,False,False,True,False,True,True,True,False,n,wn,error,error
229,229,False,True,True,False,True,True,True,False,p,wp,error,error
230,230,False,False,False,False,True,True,True,False,n,wn,error,error
231,231,False,False,True,False,True,True,True,False,n,wn,error,error
232,232,False,False,True,False,True,True,True,False,n,wn,error,error
233,233,False,False,True,False,True,True,True,False,n,wn,error,error
234,234,False,True,False,False,True,True,True,False,p,wp,error,error
235,235,False,False,False,False,True,True,True,False,p,wp,0,No-violate
236,236,False,False,False,False,True,True,True,False,p,wp,error,error
237,237,False,False,False,False,True,True,True,False,n,wn,error,error
238,238,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
239,239,False,False,True,False,True,True,True,False,p,wp,error,error
240,240,False,False,False,False,True,True,True,False,n,wn,error,error
241,241,False,False,True,False,True,True,True,False,e,wn,error,error
242,242,False,False,False,False,True,True,True,False,n,wn,error,error
243,243,False,False,True,False,True,True,True,False,p,wp,error,error
244,244,False,False,True,False,True,True,True,False,n,we,error,error
245,245,False,False,False,True,False,True,True,False,n,wn,error,error
246,246,False,False,False,False,True,True,True,False,p,wp,error,error
247,247,False,False,True,False,True,True,True,False,p,wp,error,error
248,248,False,True,True,False,True,True,True,False,p,wp,error,error
249,249,False,False,False,False,True,True,True,False,p,wp,error,error
250,250,False,False,False,False,True,True,True,False,n,wn,error,error
251,251,False,True,False,False,True,True,True,False,p,wp,error,error
252,252,False,False,True,False,True,True,True,False,p,wn,error,error
253,253,False,False,True,False,True,True,True,False,p,wp,error,error
254,254,False,True,False,False,True,True,True,False,n,wp,error,error
255,255,False,False,True,False,True,True,True,False,p,wp,error,error
256,256,False,True,False,False,True,True,True,False,p,wp,error,error
257,257,False,True,True,False,True,True,True,False,p,wp,error,error
258,258,False,True,True,False,True,True,True,False,e,wn,error,error
259,259,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
260,260,False,False,True,False,True,True,True,False,n,wn,error,error
261,261,False,False,False,False,True,True,True,False,e,wp,error,error
262,262,False,False,False,True,True,False,True,False,n,wn,error,error
263,263,False,False,True,False,True,True,True,False,e,wn,error,error
264,264,False,False,True,False,True,True,True,False,n,wn,error,error
265,265,False,False,False,True,True,False,True,False,n,wn,error,error
266,266,False,False,False,False,True,True,True,False,n,wn,error,error
267,267,False,False,True,False,True,True,True,False,n,wn,error,error
268,268,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
269,269,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
270,270,False,False,False,False,True,True,True,False,p,wp,error,error
271,271,False,False,False,True,True,True,True,False,p,wp,0,No-violate
272,272,False,False,True,False,True,True,True,False,n,wn,error,error
273,273,False,False,False,False,True,True,True,False,p,wp,error,error
274,274,False,False,True,False,True,True,True,False,p,wp,error,error
275,275,False,True,False,False,True,True,True,False,p,wp,error,error
276,276,False,False,False,True,False,True,True,False,n,wn,error,error
277,277,False,False,False,True,False,True,True,False,n,wn,error,error
278,278,False,False,False,False,True,True,True,False,e,wn,error,error
279,279,False,False,True,False,True,True,True,False,p,wp,error,error
280,280,False,False,False,True,True,False,True,False,n,wn,error,error
281,281,False,False,True,False,True,True,True,False,n,wn,error,error
282,282,False,False,False,False,True,True,True,False,n,wn,error,error
283,283,False,True,False,True,True,False,True,False,e,wp,error,error
284,284,False,False,True,False,True,True,True,False,p,wp,error,error
285,285,False,False,False,True,False,True,True,False,n,wn,error,error
286,286,False,True,True,False,True,True,True,False,n,wn,error,error
287,287,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
288,288,False,True,False,False,True,True,True,False,n,wn,error,error
289,289,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
290,290,False,False,True,False,True,True,True,False,n,wn,error,error
291,291,False,False,False,False,True,True,True,False,n,wn,error,error
292,292,False,True,False,False,True,True,True,False,n,wn,error,error
293,293,False,False,False,False,True,True,True,False,e,wp,error,error
294,294,False,False,False,False,True,True,True,False,p,wp,error,error
295,295,False,False,False,False,True,True,True,False,n,wp,error,error
296,296,False,False,True,False,True,True,True,False,p,wp,error,error
297,297,False,True,True,False,True,True,True,False,p,wp,error,error
298,298,False,False,True,False,True,True,True,False,e,wn,error,error
299,299,False,False,False,False,True,True,True,False,p,wp,error,error
300,300,False,True,False,False,True,True,True,False,p,wp,error,error
301,301,False,False,False,False,True,True,True,False,n,wn,error,error
302,302,False,False,True,False,True,True,True,False,e,wn,error,error
303,303,False,False,False,False,True,False,True,False,e,wn,error,error
304,304,False,False,False,False,True,True,True,False,p,wp,0,No-violate
305,305,False,False,False,False,True,True,True,False,p,wn,error,error
306,306,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
307,307,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
308,308,False,False,False,False,True,True,True,False,n,wn,error,error
309,309,False,False,False,False,True,True,True,False,n,wn,error,error
310,310,False,False,False,False,True,True,True,False,n,wn,error,error
311,311,False,False,False,False,True,True,True,False,e,we,error,error
312,312,False,False,True,False,True,True,True,False,e,wp,error,error
313,313,False,False,False,True,True,False,True,False,p,wp,0,No-violate
314,314,False,False,False,True,True,False,True,False,p,wp,0,No-violate
315,315,False,False,False,False,True,True,True,False,n,wn,error,error
316,316,False,False,False,False,True,True,True,False,p,wp,error,error
317,317,False,False,False,True,False,True,True,False,n,wn,error,error
318,318,False,False,False,False,True,True,True,False,p,wp,error,error
319,319,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
320,320,False,False,False,False,True,True,True,False,p,wp,error,error
321,321,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
322,322,False,False,True,False,True,True,True,False,n,wn,error,error
323,323,False,False,False,False,True,True,True,False,p,wp,error,error
324,324,False,False,True,False,True,True,True,False,e,wp,error,error
325,325,False,False,False,False,True,True,True,False,n,wp,error,error
326,326,False,True,False,False,True,True,True,False,n,wn,error,error
327,327,False,False,True,False,True,True,True,False,n,wn,error,error
328,328,False,False,False,False,True,True,True,False,p,wp,error,error
329,329,False,False,False,False,True,True,True,False,p,wp,error,error
330,330,False,False,True,False,True,True,True,False,n,we,error,error
331,331,False,True,True,False,True,True,True,False,p,wp,error,error
332,332,False,False,True,False,True,True,True,False,p,wp,error,error
333,333,False,False,False,False,True,True,True,False,p,wp,error,error
334,334,False,False,False,False,True,True,True,False,n,wn,error,error
335,335,False,False,True,False,True,True,True,False,n,wp,error,error
336,336,False,False,False,False,True,True,True,False,e,wp,error,error
337,337,False,False,False,False,True,True,True,False,p,wp,error,error
338,338,False,True,False,False,True,True,True,False,p,wp,error,error
339,339,False,False,False,False,True,False,True,False,p,wp,error,error
340,340,False,False,True,False,True,True,True,False,p,wn,error,error
341,341,False,False,False,False,True,True,True,False,n,wn,error,error
342,342,False,False,True,False,True,True,True,False,e,wn,error,error
343,343,False,False,True,False,True,True,True,False,p,wp,error,error
344,344,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
345,345,False,False,False,True,True,False,True,False,n,wn,error,error
346,346,False,False,False,True,True,False,True,False,p,wp,0,No-violate
347,347,False,False,True,False,True,True,True,False,p,wp,error,error
348,348,False,False,False,True,False,True,True,False,p,wp,0,No-violate
349,349,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
350,350,False,False,True,False,True,True,True,False,n,wn,error,error
351,351,False,False,False,False,True,True,True,False,p,wp,error,error
352,352,False,False,False,False,True,True,True,False,p,wp,error,error
353,353,False,True,True,False,True,True,True,False,p,wp,error,error
354,354,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
355,355,False,False,False,False,True,True,True,False,e,wp,error,error
356,356,False,False,False,True,True,True,True,False,p,wp,error,error
357,357,False,False,False,False,True,True,True,False,n,wn,error,error
358,358,False,False,False,True,False,True,True,False,e,wn,error,error
359,359,False,False,True,False,True,True,True,False,e,wp,error,error
360,360,False,False,True,False,True,True,True,False,n,wn,error,error
361,361,False,False,True,False,True,True,True,False,p,wp,error,error
362,362,False,False,True,False,True,True,True,False,p,wp,error,error
363,363,False,False,False,True,False,True,True,False,e,wp,error,error
364,364,False,False,True,False,True,True,True,False,n,wn,error,error
365,365,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
366,366,False,False,False,False,True,True,True,False,n,wn,error,error
367,367,False,False,False,False,True,True,True,False,p,wp,error,error
368,368,False,False,False,False,True,True,True,False,n,wn,error,error
369,369,False,False,False,True,True,True,True,False,n,wn,error,error
370,370,False,False,False,False,True,True,True,False,p,wp,error,error
371,371,False,False,True,False,True,True,True,False,n,wn,error,error
372,372,False,False,True,False,True,True,True,False,n,wn,error,error
373,373,False,False,False,False,True,True,True,False,p,wp,error,error
374,374,False,False,False,False,True,False,True,False,n,wn,error,error
375,375,False,False,False,False,True,True,True,False,p,wp,error,error
376,376,False,False,False,False,True,True,True,False,n,wn,error,error
377,377,False,False,False,False,True,True,True,False,n,wn,error,error
378,378,False,False,False,False,True,True,True,False,p,wp,error,error
379,379,False,True,True,False,True,True,True,False,n,wn,error,error
380,380,False,False,False,False,True,True,True,False,p,wp,error,error
381,381,False,False,True,False,True,True,True,False,n,wn,error,error
382,382,False,False,False,True,True,True,True,False,n,wn,error,error
383,383,False,False,False,False,True,True,True,False,e,wn,error,error
384,384,False,False,True,False,True,True,True,False,p,wp,error,error
385,385,False,False,True,False,True,True,True,False,n,wn,error,error
386,386,False,True,False,False,True,True,True,False,e,wn,error,error
387,387,False,False,False,False,True,True,True,False,p,wp,error,error
388,388,False,False,False,True,True,False,True,False,p,wp,0,No-violate
389,389,False,False,True,False,True,True,True,False,p,wp,error,error
390,390,False,True,True,False,True,True,True,False,n,wn,error,error
391,391,False,False,False,False,True,True,True,False,p,wp,error,error
392,392,False,False,True,False,True,True,True,False,n,wn,error,error
393,393,False,False,True,False,True,True,True,False,n,wn,error,error
394,394,False,False,True,False,True,True,True,False,n,wn,error,error
395,395,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
396,396,False,False,True,False,True,True,True,False,n,wn,error,error
397,397,False,True,False,True,True,True,True,False,n,wn,error,error
398,398,False,False,False,False,True,True,True,False,n,wn,error,error
399,399,False,False,True,False,True,True,True,False,p,wp,error,error
400,400,False,False,False,True,True,False,True,False,e,wp,error,error
401,401,False,False,False,False,True,True,True,False,p,wp,error,error
402,402,False,False,True,False,True,True,True,False,n,wn,error,error
403,403,False,False,False,False,True,True,True,False,p,wp,error,error
404,404,False,False,True,False,True,True,True,False,n,wn,error,error
405,405,False,False,False,False,True,True,True,False,n,wn,error,error
406,406,False,False,False,False,True,True,True,False,n,wn,error,error
407,407,False,False,True,False,True,True,True,False,e,wp,error,error
408,408,False,False,False,False,True,True,True,False,e,wp,error,error
409,409,False,False,False,False,True,True,True,False,n,wn,error,error
410,410,False,False,False,False,True,True,True,False,p,we,error,error
411,411,False,False,False,False,True,True,True,False,e,wp,error,error
412,412,False,False,False,False,True,True,True,False,n,wp,error,error
413,413,False,False,False,True,False,True,True,False,n,wn,error,error
414,414,False,False,True,False,True,True,True,False,n,wp,error,error
415,415,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
416,416,False,False,True,False,True,True,True,False,n,wn,error,error
417,417,False,False,True,False,True,True,True,False,n,wp,error,error
418,418,False,False,True,False,True,True,True,False,e,wn,error,error
419,419,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
420,420,False,False,False,True,True,False,True,False,n,wn,error,error
421,421,False,False,False,False,True,True,True,False,p,wp,error,error
422,422,False,False,True,False,True,True,True,False,p,wp,error,error
423,423,False,False,True,False,True,True,True,False,n,wn,error,error
424,424,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
425,425,False,True,True,False,True,True,True,False,p,wp,error,error
426,426,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
427,427,False,False,False,False,True,True,True,False,p,wp,0,No-violate
428,428,False,False,False,False,True,True,True,False,e,wn,error,error
429,429,False,False,True,False,True,True,True,False,n,wn,error,error
430,430,False,False,True,False,True,True,True,False,p,wp,error,error
431,431,False,True,False,False,True,True,True,False,e,wn,error,error
432,432,False,False,False,False,True,True,True,False,n,wn,error,error
433,433,False,False,True,False,True,True,True,False,p,wp,error,error
434,434,False,False,False,True,False,True,True,False,e,wn,error,error
435,435,False,False,False,False,True,True,True,False,n,wn,error,error
436,436,False,False,False,False,True,True,True,False,n,wn,error,error
437,437,False,False,True,False,True,True,True,False,p,wp,error,error
438,438,False,False,True,False,True,True,True,False,e,wn,error,error
439,439,False,False,False,False,True,True,True,False,n,wn,error,error
440,440,False,False,False,True,True,False,True,False,p,wp,0,No-violate
441,441,False,False,False,False,True,True,True,False,n,wp,error,error
442,442,False,False,False,False,True,True,True,False,p,wp,error,error
443,443,False,True,True,False,True,True,True,False,p,wp,error,error
444,444,False,False,False,True,False,True,True,False,p,wp,0,No-violate
445,445,False,False,False,False,True,True,True,False,n,wn,error,error
446,446,False,True,True,False,True,True,True,False,n,wn,error,error
447,447,False,False,True,False,True,True,True,False,n,wn,error,error
448,448,False,False,False,False,True,True,True,False,p,wp,error,error
449,449,True,NA,NA,NA,NA,NA,NA,NA,NA,we,error,error
450,450,False,False,False,False,True,True,True,False,p,wp,error,error
451,451,False,False,True,False,True,True,True,False,n,wn,error,error
452,452,False,True,True,False,True,True,True,False,p,wp,error,error
453,453,False,False,False,False,True,True,True,False,n,wn,error,error
454,454,False,False,False,False,True,True,True,False,n,wn,error,error
455,455,False,False,True,False,True,True,True,False,p,wp,error,error
456,456,False,False,False,True,False,True,True,False,p,wp,0,No-violate
457,457,False,False,False,False,True,True,True,False,n,wn,error,error
458,458,False,False,False,False,True,True,True,False,p,wp,error,error
459,459,False,False,False,False,True,True,True,False,n,wn,error,error
460,460,False,False,True,False,True,True,True,False,n,wn,error,error
461,461,False,False,True,False,True,True,True,False,p,wp,error,error
462,462,False,False,False,False,True,True,True,False,p,wp,error,error
463,463,False,False,True,False,True,True,True,False,n,wn,error,error
